OPE ID,School Name,City,State,Zip Code,School Type,"Composite Scores for 
School FYs Ending Between 
7/1/2006 and 6/30/2007"
4138600,Alaska Christian College,Soldotna,AK,99669-9755,Private Non-Profit,2.6
00106100,Alaska Pacific University,Anchorage,AK,99508-4672,Private Non-Profit,3
02541000,Career Academy,Anchorage,AK,99507-1033,Proprietary,2.9
02576900,Charter College,Anchorage,AK,98683-7575,Proprietary,2.3
03032500,Alabama State College of Barber Styling,Birmingham,AL,35205-3509,Proprietary,0.2
02503400,Amridge University,Montgomery,AL,36117-3553,Private Non-Profit,2.7
00101200,Birmingham Southern College,Birmingham,AL,35254-0002,Private Non-Profit,2.2
03783300,Blue Cliff Career College,Mobile,AL,36606-4749,Proprietary,2.4
04066300,Cardiac and Vascular Institute of Ultrasound,Mobile,AL,36604-1411,Proprietary,1.5
04121500,Columbia Southern University,Orange Beach,AL,36561-3815,Proprietary,3
01055400,Concordia College,Selma,AL,36701-3323,Private Non-Profit,1.9
00100300,Faulkner University,Montgomery,AL,36265-3314,Private Non-Profit,2.9
02199700,Heritage Christian University,Florence,AL,35630-6245,Private Non-Profit,3
00101900,Huntingdon College,Montgomery,AL,35242-4607,Private Non-Profit,3
03894300,Huntsville Bible College,Huntsville,AL,35811-0000,Private Non-Profit,1.6
00102300,Judson College,Marion,AL,36756-2504,Private Non-Profit,2.7
00102800,Miles College,Fairfield,AL,35064-2697,Private Non-Profit,3
00103300,Oakwood University,Huntsville,AL,35896-0001,Private Non-Profit,3
02285000,Paul Mitchell The School Huntsville,Madison,AL,35758-0000,Proprietary,0.7
02296000,Prince Institute of Professional Studies,Montgomery,AL,36609-,Proprietary,1.8
00103600,Samford University,Birmingham,AL,35229-7000,Private Non-Profit,3
02270400,Southeastern Bible College,Birmingham,AL,35244-2083,Private Non-Profit,2.1
03459300,Southeastern School of Cosmetology,Birmingham,AL,35215-5659,Private Non-Profit,2
00104100,Spring Hill College,Mobile,AL,39201-2168,Private Non-Profit,2.8
00104400,Stillman College,Tuscaloosa,AL,35403-1430,Private Non-Profit,1.9
00104600,Talladega College,Talladega,AL,35160-2354,Private Non-Profit,3
00105000,Tuskegee University,Tuskegee Institute,AL,36088-1645,Private Non-Profit,2.7
02170600,United States Sports Academy,Daphne,AL,36526-7055,Private Non-Profit,3
00102900,University of Mobile,Mobile,AL,36663-0220,Private Non-Profit,1.6
03010600,Virginia College,Birmingham,AL,80014-1405,Proprietary,2.3
04149200,Xcell Academy-A Paul Mitchell Partner School,Hoover,AL,35216-4990,Proprietary,2.1
03065100,ABC Beauty College,Arkadelphia,AR,71913-4132,Proprietary,2.9
01074100,Academy of Salon and Spa,Fort Smith,AR,72901-3886,Proprietary,2.4
00108700,Arkansas Baptist College,Little Rock,AR,72202-6099,Private Non-Profit,2.7
03997300,Arkansas Beauty College,Russellville,AR,72801-3741,Proprietary,1.6
03005100,Arkansas Beauty School,Little Rock,AR,72209-5116,Proprietary,1.5
03007600,Arkansas Beauty School/Conway,Conway,AR,72032-4354,Proprietary,2.7
03023400,Arkansas College of Barbering & Hair Design,North Little Rock,AR,72206-2162,Proprietary,3
02538500,Arthur's Beauty College,Jacksonville,AR,72032-2320,Proprietary,2.9
03127200,Askins Vo Tech,Fort Smith,AR,72908-8028,Proprietary,2.9
03105200,Baptist Health Schools Little Rock,Little Rock,AR,71654-0000,Private Non-Profit,3
02260400,Bee Jay's Hairstyling Academy,Little Rock,AR,72501-6709,Proprietary,3
02341700,Career Academy of Hair Design,Springdale,AR,72761-4217,Proprietary,0.1
00109300,Central Baptist College,Conway,AR,72905-0001,Private Non-Profit,2.7
03912300,Crossett School of Cosmetology,Crossett,AR,71635-0000,Proprietary,0.2
00109500,Crowley's Ridge College,Paragould,AR,72450-9775,Private Non-Profit,1.2
03116800,Deluxe Beauty School,Pine Bluff,AR,71601-5257,Proprietary,1.1
02272400,Eastern College of Health Vocations,Little Rock,AR,71106-7129,Proprietary,1.8
03855300,Ecclesia College,Springdale,AR,72762-8159,Private Non-Profit,3
00109700,Harding University,Searcy,AR,71730-5936,Private Non-Profit,3
00109900,Hendrix College,Conway,AR,72032-3080,Private Non-Profit,3
03007100,Hot Springs Beauty College,Hot Springs,AR,71901-5432,Proprietary,1.5
03124900,Imagine -  Paul Mitchell Partner School,North Little Rock,AR,72117-2516,Proprietary,2.1
00110000,John Brown University,Siloam Springs,AR,72756-0000,Private Non-Profit,3
02330800,JRMC School of Nursing,Pine Bluff,AR,71603-6301,Private Non-Profit,2.7
02525800,Lees School of Cosmetology,North Little Rock,AR,72114-3800,Proprietary,2.8
03519400,Lynndale Fundamentals of Beauty School,El Dorado,AR,71730-4804,Proprietary,1.9
00108800,Lyon College,Batesville,AR,72501-3699,Private Non-Profit,2.2
03254300,Margaret's Hair Academy,Monticello,AR,72801-8450,Proprietary,1.7
02287400,Marsha Kay Beauty College,Mountain Home,AR,72653-3164,Proprietary,1.5
02284200,New Tyler Barber College,North Little Rock,AR,72114-4973,Proprietary,3
00110200,Ouachita Baptist University,Arkadelphia,AR,71998-0001,Private Non-Profit,2.2
00792100,Paul Mitchell The School Arkansas,Fayetteville,AR,72701-6216,Proprietary,3
00110300,Philander Smith College,Little Rock,AR,72202-3718,Private Non-Profit,2.3
02569600,Searcy Beauty College,Searcy,AR,72143-0000,Proprietary,3
00109400,University of the Ozarks,Clarksville,AR,72830-2880,Private Non-Profit,2.2
03214300,Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,Proprietary,2.6
00110600,Williams Baptist College,Walnut Ridge,AR,72476-4661,Private Non-Profit,2.9
02199900,American Indian College of the Assemblies of God,Phoenix,AZ,85021-2199,Private Non-Profit,1.5
02317800,American Institute of Technology,Phoenix,AZ,92337-7145,Proprietary,2.1
02263100,Anthem College,Phoenix,AZ,30324-3398,Proprietary,1.5
00886400,Arizona Academy of Beauty,Tucson,AZ,85712-5021,Proprietary,1.6
01180200,Arizona Academy of Beauty - North,Tucson,AZ,85705-2720,Proprietary,2.5
03115000,Arizona College of Allied Health,Glendale,AZ,85302-3843,Proprietary,1.5
04120900,Arizona Culinary Institute,Scottsdale,AZ,85259-4939,Proprietary,1.5
03695500,Arizona School of Acupuncture and Oriental Medicine,Tucson,AZ,85712-1100,Proprietary,1.8
02491500,Art Center Design College (The),Tucson,AZ,87110-2620,Proprietary,2.8
01085800,Avalon School of Cosmetology,Mesa,AZ,85022-2691,Proprietary,1.6
02218800,Brookline College,Phoenix,AZ,87105-1649,Proprietary,-0.9
03097800,Carsten Aveda Institute,Tempe,AZ,10003-1901,Proprietary,2.8
02280500,Charles of Italy Beauty College,Lake Havasu City,AZ,86403-5770,Proprietary,3
03120300,College America - Flagstaff,Flagstaff,AZ,85015-1026,Proprietary,3
03034400,Conservatory of Recording Arts & Sciences,Tempe,AZ,85233-1603,Proprietary,1.7
02533200,Frank Lloyd Wright School of Architecture,Scottsdale,AZ,85261-4430,Private Non-Profit,1.9
00107400,Grand Canyon University,Phoenix,AZ,85006-3742,Proprietary,1.7
03445300,HDS Truck Driving Institute,Tucson,AZ,85706-9263,Proprietary,1.5
01218400,International Academy of Hair Design,Chandler,AZ,85051-1400,Proprietary,2.4
03347300,International Baptist College,Chandler,AZ,85286-6799,Private Non-Profit,1.9
02192300,Maricopa Beauty College,Avondale,AZ,85323-2226,Proprietary,3
03617500,Phoenix Institute of Herbal Medicine & Acupuncture,Phoenix,AZ,85012-1275,Proprietary,1.7
03478400,Phoenix Seminary,Phoenix,AZ,85018-7611,Private Non-Profit,2.8
02217100,Pima Medical Institute,Tucson,AZ,77074-3900,Proprietary,3
02065300,Prescott College,Prescott,AZ,86515-,Private Non-Profit,2.3
02113800,Roberto-Venn School of Luthiery,Phoenix,AZ,85040-1314,Proprietary,2.9
03005000,Safford College of Beauty Culture,Safford,AZ,85546-3309,Proprietary,2.3
03107000,Southwest College of Naturopathic Medicine & Health Sciences,Tempe,AZ,85282-1751,Private Non-Profit,2.6
03593300,Southwest Institute of Healing Arts,Tempe,AZ,86001-3125,Proprietary,1.5
00711300,Southwestern College,Phoenix,AZ,85032-7097,Private Non-Profit,3
00107000,Thunderbird School of Global Management,Glendale,AZ,85306-6000,Private Non-Profit,2.2
02561900,Toni and Guy Hairdressing Academy,Scottsdale,AZ,85044-9131,Proprietary,1.6
04059300,Tucson College of Beauty,Tucson,AZ,85705-2451,Proprietary,1.7
03814300,Turning Point Beauty College,Casa Grande,AZ,85207-8307,Proprietary,-0.1
00822100,Universal Technical Institute,Avondale,AZ,02062-1546,Proprietary,1.6
02559000,University of Advancing Computer Technology,Tempe,AZ,85283-1056,Proprietary,3
02098800,University of Phoenix,Phoenix,AZ,78229-2258,Proprietary,2.9
03150500,A - Technical College,Los Angeles,CA,90015-3535,Proprietary,1.1
00753100,Academy of Art University,San Francisco,CA,94109-2913,Proprietary,1.6
04109300,Academy of Barbering Arts (The),Northridge,CA,91316-3618,Proprietary,2.6
03288300,Academy of Chinese Culture and Health Sciences,Oakland,CA,94612-1540,Private Non-Profit,2.4
04132400,Academy of Esthetics and Cosmetology,San Fernando,CA,91340-3373,Proprietary,-1
02342400,Academy of Radio & TV Broadcasting,Huntington Beach,CA,85008-4228,Proprietary,1.6
03327400,"Acupuncture and Integrative Medicine College, Berkeley",Berkeley,CA,94704-2724,Private Non-Profit,0.6
03019900,Adelante Career Institute,Van Nuys,CA,91402-4924,Proprietary,1.7
02520400,Adrians Beauty College of Turlock,Turlock,CA,95380-5116,Proprietary,1.6
03736300,Advance Beauty College,Garden Grove,CA,92843-4752,Proprietary,3
03786300,Advanced College,South Gate,CA,90280-5255,Proprietary,1.6
03532400,Advanced Training Associates,El Cajon,CA,92020-0918,Proprietary,2.5
02258600,Alameda Beauty College,Alameda,CA,94501-4569,Proprietary,1
02282300,Alhambra Beauty College,Alhambra,CA,91801-7494,Proprietary,1.7
01111700,Alliant International University,San Diego,CA,94102-5894,Private Non-Profit,1.6
00112000,American Baptist Seminary of the West,Berkeley,CA,91724-3626,Private Non-Profit,3
01307400,American Beauty College,West Covina,CA,91790-2906,Proprietary,-0.4
03971300,American Career College,Ontario,CA,91764-4906,Proprietary,2.2
02241800,American Career College,Los Angeles,CA,92801-2607,Proprietary,1.6
03144400,American College of Healthcare,Riverside,CA,92505-3038,Proprietary,1.7
03078200,American College of Traditional Chinese Medicine,San Francisco,CA,94107-2813,Private Non-Profit,1.8
02099200,American Conservatory Theater Foundation,San Francisco,CA,94108-5800,Private Non-Profit,1.7
02222000,American Film Institute Conservatory,Los Angeles,CA,90027-1625,Private Non-Profit,3
03962300,American Institute of Massage Therapy,Santa Ana,CA,92705-5463,Proprietary,3
00274100,American Jewish University,Los Angeles,CA,90077-1599,Private Non-Profit,3
03225300,American University of Health Sciences,Signal Hill,CA,90807-4515,Proprietary,2.7
00111600,Art Center College of Design,Pasadena,CA,91105-1999,Private Non-Profit,2.5
02595600,Asian - American International Beauty College,Westminster,CA,92683-4043,Proprietary,1.6
00902200,Associated Technical College,Los Angeles,CA,92501-,Proprietary,2.3
03740400,ATI College,Norwalk,CA,92701-2273,Proprietary,2.4
02519800,Avance' Beauty College,San Diego,CA,92154-2284,Proprietary,2.1
00111700,Azusa Pacific University,Azusa,CA,90010-2501,Private Non-Profit,3
00705000,Bay Vista College of Beauty,National City,CA,91950-3616,Proprietary,2.7
02343400,"Bellus Academy, The Academy of Beauty and Spa",Poway,CA,92064-4633,Proprietary,3
00112100,Bethany University of the Assemblies of God,Scotts Valley,CA,89117-2329,Private Non-Profit,2.2
03266300,Bethesda Christian University,Anaheim,CA,92801-4132,Private Non-Profit,2.6
04133000,BioHealth College,San Jose,CA,95134-2033,Proprietary,-1
00112200,Biola University,La Mirada,CA,90639-0001,Private Non-Profit,3
04137200,Borner's Barber College,Los Angeles,CA,90047-3856,Proprietary,2.6
02180600,Bridges Academy of Beauty,Barstow,CA,92311-2327,Proprietary,-1
02543400,Brownson Technical School,Anaheim,CA,92805-6329,Proprietary,2.4
00716400,Bryan College,Los Angeles,CA,90010-2501,Proprietary,2
00112500,California Baptist University,Riverside,CA,91710-4128,Private Non-Profit,2.2
02065700,California Beauty College,Modesto,CA,95354-1190,Proprietary,3
03974500,California Career College,Canoga Park,CA,91303-2006,Proprietary,1.9
02520200,California Career School,Anaheim,CA,92805-6329,Proprietary,3
00884400,California Christian College,Fresno,CA,95691-2700,Private Non-Profit,1
00112700,California College of the Arts,San Francisco,CA,94618-1487,Private Non-Profit,2.8
03698400,California College of Vocational Careers,Bakersfield,CA,93301-1800,Proprietary,-1
02110800,California College San Diego,San Diego,CA,92108-3821,Proprietary,2.2
