CLOSED DATE,OPEID,SCHOOL NAME,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE
10/31/2019 ,00239701     ,BELHAVEN UNIVERSITY                                                   ,BELHAVEN UNIVERSITY - MEMPHIS CAMPUS                                  ,1790 KIRBY PARKWAY FORUM II SUITE 100                                  ,MEMPHIS                  ,TN        ,38138-0201
10/31/2019 ,00239710     ,BELHAVEN UNIVERSITY                                                   ,BELHAVEN UNIVERSITY - HOUSTON CAMPUS                                  ,15115 PARK ROW SUITE 175                                               ,HOUSTON                  ,TX        ,77084-9939
10/31/2019 ,00239714     ,BELHAVEN UNIVERSITY                                                   ,BELHAVEN UNIVERSITY - ATLANTA CAMPUS                                  ,ASHFORD PERIMETER SUITE 130 4151 ASHFORD DUNWOODY ROAD                 ,ATLANTA                  ,GA        ,30319-1789
10/31/2019 ,00366317     ,WAYLAND BAPTIST UNIVERSITY                                            ,WAYLAND BAPTIST UNIVERSITY - ALTUS                                    ,HARRY TRUMAN EDUCATION CENTER 3281 N. W. KOEHLER LOOP                  ,FORT SILL                ,OK        ,73503-9009
10/31/2019 ,00370211     ,AVERETT UNIVERSITY                                                    ,AVERETT UNIVERSITY - BUSINESS CENTER INTERNATIONAL                    ,4860 COX ROAD                                                          ,GLEN ALLEN               ,VA        ,23060-6506
10/31/2019 ,02090200     ,TRIANGLE TECH                                                         ,TRIANGLE TECH                                                         ,2000 LIBERTY STREET                                                    ,ERIE                     ,PA        ,16502-2594
10/31/2019 ,02312300     ,LA' JAMES INTERNATIONAL COLLEGE                                       ,LA' JAMES INTERNATIONAL COLLEGE                                       ,485 - AVENUE OF THE CITIES                                             ,EAST MOLINE              ,IL        ,61244-4040
10/31/2019 ,03084200     ,VALLEY COLLEGE                                                        ,VALLEY COLLEGE                                                        ,616 HARRISON STREET                                                    ,PRINCETON                ,WV        ,24740-3141
10/31/2019 ,04152801     ,PAUL MITCHELL THE SCHOOL SACRAMENTO                                   ,PAUL MITCHELL THE SCHOOL SAN JOSE                                     ,130 SOUTH ALMADEN BOULEVARD                                            ,SAN JOSE                 ,CA        ,95113-2007
10/29/2019 ,00115305     ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE                                ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - COLLEGE OF THE CANYONS       ,26455 ROCKWELL CANYON ROAD                                             ,SANTA CLARITA            ,CA        ,91355-1803
10/29/2019 ,00115348     ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE                                ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - SAN FERNANDO H.S.            ,11133 O'MELVENY AVENUE                                                 ,SAN FERNANDO             ,CA        ,91340-4426
10/29/2019 ,00115351     ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE                                ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - GRANT HIGH SCHOOL            ,13000 OXNARD STREET                                                    ,VALLEY GLEN              ,CA        ,91401-4114
10/27/2019 ,40182220     ,INDIANA WESLEYAN UNIVERSITY                                           ,INDIANA WESLEYAN UNIVERSITY - COLUMBUS EDUCATION CENTER 2             ,3449 WEST JONATHAN MOORE PIKE                                          ,COLUMBUS                 ,IN        ,47201-9082
10/25/2019 ,00972300     ,ARIA HEALTH SCHOOL OF NURSING                                         ,ARIA HEALTH SCHOOL OF NURSING                                         ,THREE NESHAMINY INTERPLEX                                              ,FEASTERVILLE TREVOSE     ,PA        ,19053-6939
10/19/2019 ,00245641     ,COLUMBIA COLLEGE                                                      ,COLUMBIA COLLEGE OF MISSOURI - HANCOCK FIELD                          ,6796 TOWNLINE ROAD                                                     ,SYRACUSE                 ,NY        ,13211-2100
10/19/2019 ,00245643     ,COLUMBIA COLLEGE                                                      ,COLUMBIA COLLEGE -  FORT DRUM                                         ,4300 CAMP HALE ROAD                                                    ,FORT DRUM                ,NY        ,13602-5203
10/18/2019 ,02550000     ,CLARION COUNTY CAREER CENTER PRACTICAL NURSING                        ,CLARION COUNTY CAREER CENTER PRACTICAL NURSING                        ,447 CAREER ROAD                                                        ,SHIPPENVILLE             ,PA        ,16254-4637
10/17/2019 ,00254101     ,CONCORDIA UNIVERSITY                                                  ,CONCORDIA UNIVERSITY - LINCOLN CAMPUS                                 ,570 FALLBROOK BOULEVARD SUITE 203                                      ,LINCOLN                  ,NE        ,68521-9026
10/15/2019 ,40182227     ,INDIANA WESLEYAN UNIVERSITY                                           ,INDIANA WESLEYAN UNIVERSITY - LEXINGTON EDUCATION CENTER 2            ,2530 SIR BARTON WAY SUITE 200                                          ,LEXINGTON                ,KY        ,40509-2285
10/14/2019 ,42098869     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - MEMPHIS CAMPUS (C)                            ,65 GERMANTOWN COURT                                                    ,CORDOVA                  ,TN        ,38018-7290
10/13/2019 ,02541204     ,STRATFORD UNIVERSITY                                                  ,STRATFORD UNIVERSITY - GLEN ALLEN CAMPUS                              ,11104 W. BROAD STREET                                                  ,GLEN ALLEN               ,VA        ,23060-5937
10/13/2019 ,02541206     ,STRATFORD UNIVERSITY                                                  ,STRATFORD UNIVERSITY - NEWPORT NEWS CAMPUS                            ,836 J CLYDE MORRIS BOULEVARD SUITE B                                   ,NEWPORT NEWS             ,VA        ,23601-1303
10/13/2019 ,02541207     ,STRATFORD UNIVERSITY                                                  ,STRATFORD UNIVERSITY - VIRGINIA BEACH                                 ,555 SOUTH INDEPENDANCE                                                 ,VIRGINIA BEACH           ,VA        ,23452-0000
10/11/2019 ,03150500     ,A - TECHNICAL COLLEGE                                                 ,A - TECHNICAL COLLEGE                                                 ,6330 PACIFIC BOULEVARD SUITE 200                                       ,HUNTINGTON PARK          ,CA        ,90255-4199
